14.5559; 7
21.5305; 12
22.4631; 17
25.5555; 22
31.3252; 72
35.4349; 122
31.3118; 172
32.6639; 222
34.2123; 322
42.2265; 422
39.7812; 522
46.5103; 1022
48.5094; 1522
48.1167; 2022
45.5152; 2522
47.4608; 3022
45.7651; 3522
46.3898; 4022
48.8218; 4522
50.6067; 5022
49.1386; 5522
53.4492; 6022
71.6776; 6522
50.0712; 7022
49.6652; 7522
48.7504; 8022
51.5215; 8522
49.3974; 9022
50.3256; 9522
50.4951; 10022
50.4996; 10522
50.4951; 11022
51.1734; 11522
50.7896; 12022
53.2974; 12522
51.1243; 13022
51.5572; 13522
51.7937; 14022
51.758; 14522
53.5072; 15022
52.0034; 15522
54.7968; 16022
52.7263; 16522
51.2225; 17022
52.0614; 17522
52.6727; 18022
52.0123; 18522
52.2176; 19022
54.065; 19522
52.2577; 20022
